sID,trialNumber,response_times,correct_order,click_order,response_correct
34,8,"[0.6314554000000498, 1.1480547999999544, 1.6646644000011293, 2.1809905000009167]","[1, 3, 1, 0]","[1, 3, 1, 0]",True
34,9,"[1.0317734999989625, 1.5484888999999384, 2.1314700999992056, 2.6647706999992806]","[3, 5, 4, 1]","[3, 5, 4, 1]",True
34,10,"[0.5317349999986618, 1.1985102999988158, 1.7979758999990736, 2.2644368999990547, 2.8147126999992906]","[3, 8, 0, 0, 1]","[3, 8, 0, 0, 1]",True
34,11,"[0.8820469000002049, 1.4817004999986239, 1.9483874999987165, 2.4651592999998684, 2.9478909999997995]","[6, 7, 3, 5, 0]","[6, 7, 3, 5, 0]",True
34,12,"[0.8481308999998873, 1.4485938000016176, 1.8644695000002685, 2.3981597000001784, 2.9814280999999028]","[5, 7, 1, 3, 5]","[5, 7, 1, 3, 5]",True
34,13,"[0.8321114000009402, 1.631454100001065, 2.2655143000010867, 2.7983908000005613, 3.448473800001011, 3.9811361000010947]","[7, 3, 8, 4, 7, 0]","[7, 3, 8, 4, 7, 0]",True
34,14,"[0.8317533000008552, 1.4313428999994358, 1.7979558999995788, 2.2996471999995265, 2.931147499999497, 3.5483423999994557]","[5, 0, 0, 5, 2, 5]","[5, 0, 0, 5, 2, 5]",True
34,15,"[0.6987050999996427, 1.3153516000002128, 2.248786599999221, 3.199809499999901, 3.981446399999186, 4.415256399999635]","[8, 7, 6, 4, 0, 7]","[8, 7, 6, 4, 0, 7]",True
34,16,"[0.8147392000009859, 1.3483025000005, 1.9649313999998412, 2.6313528999999107, 3.1815158000008523, 3.6983531000005314, 4.3318307000008645]","[1, 1, 4, 1, 1, 5, 4]","[1, 1, 4, 1, 1, 5, 4]",True
34,17,"[0.8818854999990435, 1.465065099999265, 1.9152920999986236, 3.0645283999983803, 3.715245800000048, 4.232025799999974, 4.648045799998727]","[7, 6, 5, 1, 6, 7, 3]","[7, 6, 5, 1, 6, 7, 3]",True
34,18,"[0.7652152999999089, 1.3653174999999464, 1.9646272000009048, 2.548649899999873, 3.0313621000004787, 3.5150573999999324, 4.014701000000059]","[8, 6, 2, 3, 7, 5, 1]","[8, 6, 2, 7, 3, 5, 1]",False
34,19,"[0.9650297999996837, 2.430987699999605, 3.182003199999599, 3.7150901000004524, 4.281718500000352, 5.498145300000033, 5.897917600001165, 8.114790499999799]","[4, 0, 8, 5, 5, 4, 6, 1]","[4, 0, 8, 8, 5, 6, 1, 4]",False
34,20,"[0.5315346999996109, 1.1480310000006284, 1.8481609000009485, 2.16475840000021, 2.6982946999996784, 4.048373499999798, 4.631679800000711, 5.064642299999832]","[2, 0, 2, 3, 8, 2, 1, 1]","[2, 0, 2, 2, 3, 8, 8, 1]",False
34,21,"[0.5980435999990732, 1.23202449999917, 1.6649249000001873, 2.2650066999995033, 3.1146717999999964, 3.5483735999987402, 3.9978613999992376, 5.064809399998921]","[1, 8, 4, 5, 2, 8, 6, 2]","[1, 8, 4, 5, 2, 6, 1, 2]",False
36,1,"[0.7154226000002382, 1.4334708000005776]","[5, 1]","[5, 1]",True
36,2,"[0.9319129000004978, 1.58413660000042]","[3, 8]","[3, 8]",True
36,3,"[0.6487009000002217, 1.0987789999999222]","[5, 8]","[5, 8]",True
36,4,"[0.7481527999998434, 1.3487713000004078, 1.9648316000002524]","[0, 7, 3]","[0, 7, 3]",True
36,5,"[0.5317921000005299, 1.0819330000003902, 2.115330399999948]","[5, 4, 6]","[5, 4, 6]",True
36,6,"[0.8649648999999044, 1.3152867999997397, 1.9150018999998792]","[0, 6, 4]","[0, 6, 4]",True
36,7,"[0.8823445999996693, 1.4320694999996704, 1.8988708999995652, 2.2489629000001514]","[8, 6, 8, 8]","[8, 6, 8, 8]",True
36,8,"[0.7817682999993849, 1.2819949999993696, 1.8839797000000544, 2.5812099999993734]","[2, 4, 2, 0]","[2, 4, 2, 0]",True
36,9,"[0.5827924000004714, 1.1653829000006226, 1.7984710000000632, 2.0654113000000507]","[2, 6, 7, 7]","[2, 6, 7, 7]",True
36,10,"[0.9151837999997952, 1.7651841999995668, 2.331623000000036, 2.8314093999997567, 3.2149670999997397]","[7, 4, 5, 1, 5]","[7, 4, 5, 1, 5]",True
36,11,"[0.6320613999996567, 1.3481828000003588, 2.0149325000002136, 2.398341000000073, 2.8319424000001163]","[2, 0, 2, 2, 7]","[2, 0, 2, 2, 7]",True
36,12,"[1.2315895000001547, 2.0979682000006505, 3.2814138000003368, 4.081637900000715, 4.71469210000032]","[4, 3, 0, 3, 1]","[4, 0, 3, 3, 1]",False
36,13,"[0.5322126999999455, 0.9816434000003937, 1.6489740999995774, 2.4821325000002616, 4.464944100000139, 4.998293200000262]","[6, 1, 8, 6, 4, 2]","[6, 1, 8, 6, 4, 2]",True
36,14,"[1.4986186000005546, 1.8821229000004678, 2.365304200000537, 2.7319186000004265, 3.2487435000002733, 3.5819541999999274]","[7, 2, 5, 5, 6, 5]","[7, 2, 5, 5, 6, 5]",True
36,15,"[0.7152365000001737, 1.2814236999993227, 1.7487843999997494, 2.1153213999996296, 2.6315883999996004, 3.165029400000094]","[4, 2, 6, 5, 4, 3]","[4, 2, 6, 5, 4, 3]",True
36,16,"[0.8316225999997187, 1.9314943999997922, 2.631844900000033, 3.1980925999996543, 3.734117199999673, 5.864663800000017, 7.048227199999928]","[0, 2, 3, 7, 1, 2, 7]","[0, 2, 3, 1, 7, 1, 2]",False
36,17,"[0.5321102000007158, 0.9813762000003408, 1.5150512000000163, 2.0984698000002027, 2.5484950999998546, 3.2486245000000054, 3.7651919999998427]","[6, 1, 4, 3, 3, 5, 4]","[6, 1, 4, 3, 3, 5, 4]",True
36,18,"[0.7153376999995089, 1.6977974999999788, 2.3487030999995113, 3.1480011000003287, 3.8830872999997155, 4.298101599999427, 4.7485711999997875]","[6, 0, 8, 2, 1, 1, 5]","[6, 0, 8, 2, 1, 1, 5]",True
36,19,"[0.782271000000037, 1.1656115999994654, 1.7152303999992, 2.1152124999998705, 3.2646199999999226, 3.848443299999417, 5.448137399999723, 6.265773399999489]","[7, 8, 4, 0, 5, 1, 6, 2]","[7, 8, 4, 4, 0, 6, 1, 2]",False
36,20,"[1.131654000000708, 1.7488873000002059, 2.5484231000000364, 3.64821480000046, 3.9150863000004392, 4.5321184000004, 5.098935700000766, 5.4488062000000355]","[5, 7, 6, 2, 2, 7, 8, 8]","[5, 7, 6, 2, 2, 7, 8, 8]",True
36,21,"[0.8649332999993931, 1.6647738000001482, 2.3314903000000413, 2.9320035000000644, 3.748056800000086, 5.314837400000215, 6.081456899999466, 6.66483960000005]","[3, 2, 0, 1, 4, 1, 4, 4]","[3, 2, 0, 5, 1, 4, 1, 4]",False
36,22,"[0.9987732999998116, 1.4482637000000977, 3.6151844999994864, 4.2650754999995115, 4.950707699999839, 6.11479429999963, 6.9314094000001205, 7.4488374000002295, 8.76510159999998]","[7, 2, 6, 6, 5, 6, 4, 0, 5]","[7, 2, 6, 5, 6, 4, 0, 5, 5]",False
36,23,"[2.08203500000036, 2.63185489999978, 3.414910000000418, 4.014607099999921, 5.181462200000169, 5.748497499999758, 6.981092699999863, 8.414680500000031, 11.714252800000395]","[5, 3, 1, 1, 8, 0, 8, 1, 0]","[5, 3, 1, 1, 0, 8, 0, 3, 0]",False
36,24,"[0.8320168999998714, 1.3482458999997107, 2.0315763999997216, 2.3816851000001407, 2.7316920000002938, 3.2145222999997713, 3.8984303999995973, 4.814946899999995, 5.248556300000018]","[1, 3, 5, 1, 5, 0, 4, 0, 5]","[5, 3, 1, 5, 5, 0, 4, 5, 5]",False
37,1,"[0.8318524000005709, 1.7986482000005708]","[3, 8]","[3, 8]",True
37,2,"[1.3833549000000858, 2.7153290000005654]","[5, 0]","[5, 0]",True
37,3,"[1.68175760000031, 2.731302900000628]","[3, 1]","[3, 1]",True
37,4,"[0.6647179999999935, 1.48156519999975, 2.3813419999996768]","[0, 0, 3]","[0, 0, 3]",True
37,5,"[1.081695199999558, 2.0314164999999775, 2.7980370999994193]","[6, 0, 2]","[6, 0, 2]",True
37,6,"[0.9666438999993261, 2.098478499999146, 2.7150510999999824]","[7, 3, 3]","[7, 3, 3]",True
37,7,"[1.314641799999663, 2.182008400000086, 3.098607899999479, 3.900821000000178]","[0, 4, 7, 4]","[0, 4, 7, 4]",True
37,8,"[1.4485175999998319, 2.3989205999996557, 3.2982026999998197, 4.01510270000017]","[7, 4, 1, 7]","[7, 4, 1, 7]",True
37,9,"[1.0812436999995043, 1.8646532999991905, 2.7646771999998236, 3.581167999999707]","[0, 3, 1, 2]","[0, 3, 1, 2]",True
37,10,"[1.0486743999999817, 2.0149687000002814, 2.8818355000003066, 3.7312763999998424, 4.414847099999861]","[5, 3, 8, 2, 2]","[5, 3, 8, 2, 2]",True
37,11,"[1.1154976000007082, 2.0320330000004105, 2.665199900000516, 3.2651172000005317, 3.798765000000458]","[7, 6, 4, 3, 3]","[7, 6, 4, 3, 3]",True
37,12,"[1.048248699999931, 1.9986367000001337, 2.83186459999979, 3.531923800000186, 4.381900999999743]","[0, 5, 4, 2, 8]","[0, 5, 4, 2, 8]",True
37,13,"[0.7650553000003129, 1.7488948999998684, 2.7485944000000018, 3.5326482000000397, 4.248131100000137, 4.714829700000337]","[1, 8, 4, 7, 3, 4]","[1, 8, 4, 7, 3, 4]",True
37,14,"[0.7984467999995104, 1.4478643999991618, 1.9817347999996855, 2.6979115999993155, 3.231822299999294, 3.6996769999996104]","[4, 0, 3, 1, 4, 4]","[4, 0, 3, 1, 4, 4]",True
37,15,"[2.298638899999787, 3.11663580000004, 3.6503382000000784, 4.948375999999371, 5.697803899999599, 6.781791299999895]","[6, 4, 6, 3, 1, 5]","[6, 4, 6, 3, 1, 5]",True
37,16,"[1.2651158999997278, 1.898073100000147, 2.7482890000001134, 4.84829179999997, 8.198632199999338, 9.364843199999996, 11.29850549999992]","[6, 5, 2, 6, 2, 7, 2]","[6, 2, 5, 2, 7, 2, 6]",False
37,17,"[2.0658000000003085, 3.0312857999997505, 3.997699399999874, 5.298381200000222, 6.115200999999615, 10.714972699999635, 11.981321899999784]","[1, 2, 7, 0, 7, 7, 6]","[7, 2, 0, 7, 7, 6, 6]",False
37,18,"[1.0479734000000462, 2.01465940000071, 2.5653345000000627, 3.298813300000802, 4.797953600000255, 5.598433600000135, 6.198474200000419]","[0, 1, 6, 8, 1, 7, 5]","[0, 1, 6, 8, 1, 7, 5]",True
37,19,"[0.7983270999993692, 1.73183649999919, 2.800074599999789, 3.9819739999993544, 4.59891769999922, 5.215648800000054, 5.698258200000055, 7.01482759999999]","[1, 3, 7, 7, 1, 4, 1, 4]","[1, 3, 7, 5, 7, 1, 4, 4]",False
37,20,"[0.6151646999996956, 1.348010599999725, 2.066608400000405, 3.4314805000003616, 5.598203399999875, 8.93121500000052, 9.447465199999897, 10.18113429999994]","[5, 4, 6, 6, 4, 3, 0, 5]","[5, 4, 6, 3, 4, 3, 0, 5]",False
37,21,"[0.7810421000003771, 1.4648900000001959, 2.5478855000001204, 3.4979216000001543, 4.11510139999973, 4.914061100000254, 6.397437300000092, 6.864586499999859]","[2, 6, 5, 3, 8, 1, 1, 7]","[2, 6, 5, 3, 8, 1, 1, 7]",True
37,22,"[0.7150233000002117, 1.4817627000002176, 2.7315754999999626, 3.6151470000004338, 4.348259600000347, 5.648488100000577, 6.78098190000037, 7.164369699999952, 7.998119900000347]","[3, 7, 5, 5, 6, 4, 8, 0, 5]","[3, 7, 5, 5, 6, 8, 0, 0, 5]",False
37,23,"[1.4162733000002845, 2.5153313999999227, 3.1482347999999547, 3.897864500000651, 4.5645000000004075, 5.232189700000163, 6.114984100000584, 6.748451899999964, 7.648300100000597]","[5, 7, 6, 5, 4, 1, 0, 8, 3]","[5, 6, 1, 0, 0, 8, 3, 5, 1]",False
37,24,"[0.6649880999993911, 1.5820099000002301, 2.532246899999336, 3.498370199999954, 4.815016300000025, 6.1146036000000095, 7.031272100000024, 7.698407899999438, 8.364787099999376]","[3, 8, 7, 2, 1, 1, 2, 1, 8]","[3, 8, 7, 2, 2, 1, 1, 5, 4]",False
39,1,"[1.0322113000001991, 1.4815474999995786]","[8, 4]","[8, 4]",True
39,2,"[0.7314900000001217, 1.4485304999998334]","[3, 7]","[3, 7]",True
39,3,"[1.2818987000009656, 1.8819631000005757]","[4, 8]","[4, 8]",True
39,4,"[0.5651328999992984, 1.0819646999989345, 1.748101699999097]","[4, 6, 0]","[4, 6, 0]",True
39,5,"[0.8653321999991022, 1.3482490999995207, 1.715176399999109]","[5, 3, 3]","[5, 3, 3]",True
39,6,"[0.8147514000011142, 1.5150481000000582, 2.131906100001288]","[2, 3, 8]","[2, 3, 8]",True
39,7,"[0.8648135000003094, 1.3317622000013216, 1.7649724000002607, 2.2483277000010276]","[0, 3, 3, 2]","[0, 3, 3, 2]",True
39,8,"[0.6485048000013194, 1.1318476000014925, 1.6149126000000251, 2.3153279000016482]","[3, 5, 2, 5]","[3, 5, 2, 5]",True
39,9,"[0.7656399999996211, 1.2815065999984654, 1.8658870999988721, 2.1484223999996175]","[8, 1, 2, 2]","[8, 1, 2, 2]",True
39,10,"[0.6985949999998411, 1.0484264999995503, 1.431431099999827, 2.3817264000008436, 2.814900999999736]","[4, 3, 2, 3, 4]","[4, 3, 2, 3, 4]",True
39,11,"[0.7143489999998565, 1.2980556000002252, 1.7482614000000467, 2.1480286000005435, 2.748756400000275]","[0, 1, 3, 4, 8]","[0, 1, 3, 4, 8]",True
39,12,"[0.6485463999997592, 1.2145560999997542, 1.6983997999996063, 2.248410000000149, 2.9648610000003828]","[6, 1, 7, 8, 5]","[6, 1, 7, 8, 5]",True
39,13,"[0.6986532999999326, 1.2643585999994684, 1.9150093999996898, 2.531414400000358, 3.21499810000023, 3.881341899999825]","[8, 0, 6, 1, 6, 5]","[8, 0, 6, 1, 6, 5]",True
39,14,"[0.7147088000001531, 1.3316937999989023, 1.8826933999989706, 2.3650915999987774, 2.6485391999995045, 3.2980203999995865]","[2, 5, 2, 5, 5, 2]","[2, 5, 2, 5, 5, 2]",True
39,15,"[1.4981110000007902, 2.1313857000004646, 3.0648246000000654, 4.147931600000447, 4.748683100000562, 5.331567200000791]","[2, 1, 3, 1, 6, 5]","[2, 1, 3, 1, 6, 5]",True
39,16,"[0.6510011999998824, 1.2815780000000814, 1.9317222999998194, 2.63186670000141, 3.148211800000354, 3.831718900000851, 4.4483961000005365]","[7, 1, 7, 6, 2, 5, 8]","[7, 1, 7, 6, 2, 5, 8]",True
39,17,"[1.0482319000002462, 2.3148528000001534, 2.898841000000175, 3.464583200000561, 3.9979762000002665, 4.731523000000379, 5.431408500000543]","[2, 2, 6, 0, 0, 2, 5]","[2, 2, 6, 0, 0, 6, 5]",False
39,18,"[0.7989894000002096, 1.7823384999992413, 2.5155596000004152, 3.0818799000007857, 3.7651740000001155, 7.5481034000004, 9.498273100000006]","[7, 7, 8, 4, 5, 4, 3]","[7, 8, 8, 4, 5, 3, 4]",False
39,19,"[0.7984827999989648, 1.5155606999996962, 2.064971499999956, 2.581664699999237, 5.732190799999444, 6.081783199999336, 6.4815037999997, 9.098239199998716]","[0, 7, 1, 2, 7, 4, 1, 3]","[0, 7, 1, 2, 7, 4, 3, 2]",False
39,20,"[0.7309672000010323, 1.3483093000013469, 1.914864899999884, 2.3815263000014966, 3.831153799999811, 4.381297600000835, 5.0483503000014025, 6.0474157000007835]","[0, 7, 4, 4, 3, 4, 6, 0]","[0, 7, 4, 4, 2, 3, 6, 0]",False
39,21,"[0.7819080000008398, 1.3151624000001902, 2.0817095000002155, 2.898570200000904, 3.598687499999869, 3.9816272000007302, 4.465102300000581, 5.615233700000317]","[6, 5, 2, 7, 6, 3, 5, 6]","[6, 5, 2, 7, 6, 2, 3, 6]",False
40,1,"[1.614736499999708, 2.597791000000143]","[1, 0]","[1, 0]",True
40,2,"[1.2314440999998624, 2.0154582000004666]","[0, 6]","[0, 6]",True
40,3,"[1.632028299999547, 2.2319256999999197]","[6, 7]","[6, 7]",True
40,4,"[0.9648655999999391, 1.7654392999993433, 2.498225700000148]","[3, 8, 7]","[3, 8, 7]",True
40,5,"[0.9988561000000118, 1.7650982999994085, 3.2655109999996057]","[6, 3, 8]","[6, 3, 8]",True
40,6,"[1.0988304000002245, 2.0322494000001825, 3.014882000000398]","[7, 8, 4]","[7, 8, 4]",True
40,7,"[0.8480859000001146, 1.4480581000007078, 2.130852600000253, 2.9481516000005286]","[7, 7, 1, 6]","[7, 7, 1, 6]",True
40,8,"[1.165193900000304, 1.664926800000103, 2.916221299999961, 3.815005000000383]","[5, 5, 7, 3]","[5, 5, 7, 3]",True
40,9,"[0.8650874000004478, 1.9480333999999857, 2.7004784000000654, 3.6645642000003136]","[4, 2, 5, 0]","[4, 2, 5, 0]",True
40,10,"[0.8148435000002792, 1.4822752000000037, 2.248097200000302, 3.065187799999876, 3.8483037000005424]","[1, 7, 4, 8, 5]","[1, 7, 4, 8, 5]",True
40,11,"[0.9152443000002677, 1.6312297000004037, 2.365361300000586, 3.214696200000617, 4.014961900000344]","[5, 2, 8, 5, 3]","[5, 2, 8, 5, 3]",True
40,12,"[2.8982256999997844, 3.5481042999999772, 4.398051199999827, 6.464686999999685, 7.181062700000439]","[1, 4, 3, 7, 1]","[4, 1, 3, 4, 1]",False
40,13,"[0.8815268999996988, 3.0150088000000324, 3.731576899999709, 4.847855500000151, 5.598445200000242, 14.714714300000196]","[4, 6, 6, 2, 8, 7]","[4, 6, 6, 2, 8, 6]",False
40,14,"[1.0316954999998416, 1.8147321999995256, 2.86441990000003, 3.7479997999998886, 4.698660499999278, 5.398433399999703]","[3, 2, 0, 3, 6, 6]","[3, 2, 0, 3, 6, 6]",True
40,15,"[1.0822504999996454, 1.815688499999851, 2.4479992999995375, 3.065299299999424, 3.798490999999558, 4.498442799999793]","[6, 8, 0, 7, 4, 3]","[6, 8, 0, 7, 4, 3]",True
40,16,"[1.1483772000001409, 2.064516800000092, 2.8655085999998846, 3.681746000000203, 4.464845200000127, 5.231608600000072, 5.932180400000107]","[6, 1, 7, 5, 3, 0, 7]","[6, 1, 7, 5, 3, 7, 0]",False
40,17,"[2.314282800000001, 2.948067700000138, 3.6649523999994926, 4.514899900000273, 8.947986500000297, 9.54770660000031, 10.231564900000194]","[7, 1, 6, 1, 8, 2, 1]","[1, 4, 6, 1, 0, 2, 7]",False
40,18,"[1.0146170999996684, 2.0984496000000945, 3.1985506000000896, 4.281251899999916, 5.3816593999999895, 6.34847179999997, 7.347677200000362]","[1, 5, 0, 1, 3, 0, 1]","[1, 5, 7, 0, 5, 3, 1]",False
43,1,"[2.2819781000007424, 2.9986529000007067]","[7, 8]","[7, 8]",True
43,2,"[1.5817315000003873, 2.3645100000003367]","[3, 0]","[3, 0]",True
43,3,"[1.9821127000004708, 2.448354800000743]","[6, 2]","[6, 2]",True
43,4,"[1.5484505000003992, 2.7485725000005914, 2.9151183000003584]","[5, 6, 6]","[5, 6, 6]",True
43,5,"[1.4318414999997913, 1.8988976999999068, 2.4819618999999875]","[3, 8, 7]","[3, 8, 7]",True
43,6,"[1.6485517999999502, 2.1980641999998625, 2.7156275000006644]","[7, 0, 8]","[7, 0, 8]",True
43,7,"[1.4820618000003378, 2.315392499999689, 3.1485466000003726, 3.9650007999998707]","[5, 7, 4, 6]","[5, 7, 4, 6]",True
43,8,"[1.54812099999981, 3.014936100000341, 3.564914200000203, 4.2317369000002145]","[3, 4, 1, 7]","[3, 4, 1, 7]",True
43,9,"[3.065071099999841, 3.5498163000002023, 4.3984504000000015, 4.931959600000482]","[5, 2, 6, 5]","[5, 2, 6, 5]",True
43,10,"[1.3654170999998314, 2.4316085000000385, 3.1502595000001747, 3.750569599999835, 4.415306799999598]","[5, 4, 2, 4, 6]","[5, 4, 2, 5, 6]",False
43,11,"[1.7485530000003564, 2.198667900000146, 2.8660118999996484, 3.198547199999666, 3.9482913000001645]","[8, 8, 6, 6, 7]","[8, 8, 6, 6, 7]",True
43,12,"[1.0499570000001768, 1.731411200000366, 2.2815999000004012, 2.7979683000003206, 3.464996099999553]","[0, 2, 4, 0, 2]","[0, 2, 4, 0, 2]",True
43,13,"[0.8483056000004581, 1.3982284000003347, 1.9651748000005682, 2.48096120000082, 3.0152524000004632, 3.664744300000166]","[3, 4, 2, 0, 6, 5]","[3, 2, 4, 0, 6, 5]",False
43,14,"[4.74822099999983, 5.264634699999988, 5.964382499999374, 8.165029299999333, 8.81551749999926, 9.464994099999785]","[1, 0, 3, 8, 7, 5]","[3, 1, 0, 4, 8, 7]",False
43,15,"[1.5154610000008688, 2.2815775000008216, 2.7814610000004905, 3.2979864000008092, 3.9487613000001147, 4.331898500000534]","[6, 3, 2, 1, 6, 3]","[6, 3, 2, 1, 6, 3]",True
43,16,"[2.365080599999601, 3.214998899999955, 3.765110999999706, 5.248321600000054, 5.698007299999517, 6.181470200000149, 6.748206999999638]","[5, 5, 4, 1, 7, 8, 2]","[5, 4, 0, 3, 1, 7, 8]",False
43,17,"[1.6488149999995585, 3.0663699999995515, 3.881711500000165, 6.4330621999997675, 6.9151311999994505, 8.13151199999993, 8.931518499999584]","[6, 6, 2, 6, 0, 4, 1]","[6, 6, 2, 0, 3, 4, 1]",False
43,18,"[1.1988484000003155, 1.6486607000006188, 2.2487026000007972, 2.848509500000546, 3.4487308000007033, 4.015165600000728, 4.448032200000853]","[6, 7, 3, 6, 7, 2, 6]","[6, 7, 3, 6, 7, 3, 2]",False
44,1,"[0.8983162000004086, 1.4821131999997306]","[2, 6]","[2, 6]",True
44,2,"[1.131578599999557, 1.8813964000000851]","[4, 0]","[4, 0]",True
44,3,"[1.315447499999209, 1.9980594999997265]","[6, 2]","[6, 2]",True
44,4,"[0.7652947000005952, 1.348587000000407, 2.0650485999995]","[2, 5, 2]","[2, 5, 2]",True
44,5,"[0.9320219000001089, 2.564817000000403, 3.1151726999996754]","[8, 3, 7]","[8, 3, 7]",True
44,6,"[0.7146302000001015, 1.3488031000015326, 2.0154708999998547]","[0, 4, 7]","[0, 4, 7]",True
44,7,"[0.848807600001237, 1.6815923000012845, 2.2645840000004682, 2.8654341000001295]","[7, 1, 0, 7]","[7, 1, 0, 7]",True
44,8,"[1.0151667999998608, 1.6815310999991198, 2.381965799999307, 3.1980410999985907]","[4, 4, 7, 3]","[4, 4, 7, 3]",True
44,9,"[0.9151945000012347, 1.6812719000008656, 2.448164600000382, 3.2649082000007184]","[4, 1, 3, 2]","[4, 1, 3, 2]",True
44,10,"[0.8483581000000413, 1.3983254000013403, 1.9983231000005617, 2.498213900000337, 3.0644916000001103]","[2, 2, 5, 1, 0]","[2, 2, 5, 1, 0]",True
44,11,"[1.1480010999985097, 1.665198299999247, 2.215224199999284, 2.6987795999993978, 3.431987999998455]","[1, 5, 8, 8, 7]","[1, 5, 8, 8, 7]",True
44,12,"[0.9500674999999319, 1.515151199999309, 2.048541500000283, 2.6319671999990533, 3.2651635999991413]","[4, 4, 7, 6, 4]","[4, 4, 7, 6, 4]",True
44,13,"[1.081457300000693, 1.5313707000004797, 2.264897099999871, 2.8819106000009924, 3.798675500000172, 4.598560500000531]","[2, 2, 8, 1, 7, 5]","[2, 2, 1, 8, 7, 5]",False
44,14,"[0.8153325000002951, 1.2479509999993752, 1.7156291999999667, 2.481892499999958, 3.165253799999846, 3.681712300000072]","[8, 0, 8, 7, 5, 5]","[8, 0, 8, 7, 5, 5]",True
44,15,"[0.865200600001117, 1.4815651000008074, 2.04779950000011, 2.5984397000011086, 4.048030600000857, 4.581445199999507]","[8, 5, 0, 6, 3, 4]","[8, 5, 0, 6, 3, 4]",True
44,16,"[1.8314515000001848, 2.382859899998948, 2.8815795999998954, 3.2821491999984573, 3.7484384999988833, 4.399700099998881, 5.048334399998566]","[0, 2, 4, 7, 4, 5, 3]","[0, 2, 4, 7, 4, 5, 3]",True
44,17,"[3.5148406000007526, 4.116421500000797, 4.498477500001172, 5.014711499999976, 5.398646200001167, 5.964905599999838, 6.532020300001022]","[1, 0, 8, 2, 7, 6, 8]","[1, 0, 8, 2, 7, 6, 8]",True
44,18,"[0.7982882000014797, 1.281743200001074, 1.7336107000010088, 2.3315250000014203, 3.3484205000004295, 3.9980342000017117, 4.5317909000004875]","[2, 3, 4, 1, 4, 0, 6]","[2, 3, 4, 1, 4, 0, 6]",True
44,19,"[0.7986596999999165, 1.2480981000007887, 1.5655917000003683, 2.0986682000002475, 2.5648471000004065, 3.33166859999983, 4.531585099999575, 5.715131299999484]","[7, 8, 0, 6, 0, 3, 2, 5]","[7, 0, 8, 6, 3, 5, 5, 5]",False
44,20,"[2.231632400000308, 2.7314881999991485, 3.231584799999837, 3.681960399999298, 4.132265099999131, 4.698240399999122, 5.148471999998947, 5.6982706999988295]","[0, 4, 1, 8, 8, 3, 7, 5]","[4, 0, 1, 8, 8, 3, 7, 5]",False
44,21,"[1.081929100000707, 1.6820375999996031, 2.281780400000571, 2.7648188000002847, 3.3482736999994813, 3.948520500000086, 4.564447200000359, 5.747807400000966]","[6, 7, 6, 6, 7, 7, 6, 2]","[6, 7, 6, 6, 7, 6, 2, 2]",False
47,1,"[0.898996200000056, 1.7315838000004078]","[7, 1]","[7, 1]",True
47,2,"[1.1990018999999847, 2.0156544000001304]","[7, 8]","[7, 8]",True
47,3,"[0.7819392999999764, 1.2815256999997473]","[8, 6]","[8, 6]",True
47,4,"[1.0154913999999735, 2.164889200000289, 3.1154672000002392]","[5, 1, 7]","[5, 1, 7]",True
47,5,"[1.0311494999996285, 1.5981713999999556, 2.5321171999999024]","[0, 4, 8]","[0, 4, 8]",True
47,6,"[0.9983438000003844, 1.982174500000383, 2.5652014000002055]","[1, 7, 7]","[1, 7, 7]",True
47,7,"[0.8323083000000224, 1.515071899999839, 2.3149545000001126, 2.9152844000000186]","[7, 2, 1, 5]","[7, 2, 1, 5]",True
47,8,"[0.548360700000103, 1.3817211999999017, 2.2480399999999463, 2.54828950000001]","[4, 8, 4, 4]","[4, 8, 4, 4]",True
47,9,"[0.8149784000002, 1.4649004000002606, 2.182018599999992, 2.748256500000025]","[2, 4, 6, 1]","[2, 4, 6, 1]",True
47,10,"[1.1485551000000669, 1.7319503000003351, 2.448076399999991, 3.081387100000029, 3.848502499999995]","[4, 3, 0, 2, 3]","[4, 3, 0, 2, 3]",True
47,11,"[0.7322016000002805, 1.3312169000000722, 1.8983573000000433, 2.565019399999983, 3.114553100000194]","[7, 0, 1, 5, 0]","[7, 0, 1, 5, 0]",True
47,12,"[0.6652849000001879, 1.1647241000000577, 1.8315698000001248, 2.3478832000000693, 3.081287599999996]","[4, 3, 1, 0, 2]","[4, 3, 1, 0, 2]",True
47,13,"[0.9155033000001822, 1.6483570999998847, 2.2651279000001523, 2.5314109000000826, 3.1505964000002677, 3.8650195000000167]","[7, 5, 2, 2, 6, 3]","[7, 5, 2, 2, 6, 3]",True
47,14,"[0.9979833000002145, 1.5985682999998971, 2.298211700000138, 2.9482171999998172, 3.6320230000001175, 4.331895799999984]","[1, 6, 4, 5, 7, 6]","[1, 6, 4, 5, 7, 6]",True
47,15,"[0.8478845999998157, 1.798665599999822, 3.0647711999999956, 3.631511000000046, 4.315158999999767, 4.898062899999786]","[2, 8, 2, 0, 8, 6]","[2, 8, 2, 0, 8, 6]",True
47,16,"[0.7315699000000677, 1.165186800000356, 1.7650204999999914, 2.298437500000091, 2.8485092000000805, 3.6148995000003197, 4.365213900000072]","[0, 6, 5, 3, 7, 2, 8]","[0, 6, 5, 3, 7, 2, 8]",True
